1477932533,104.09545,30.66248
1477972609,104.07363,30.6899
1477972255,104.073721,30.687588
1477975381,104.12257,30.67015
1477980385,104.05138,30.70201
1477975514,104.12038,30.66796
1477978947,103.99057,30.667936
1477970497,103.98457,30.66166
1477972255,104.073721,30.687588
1477972609,104.07363,30.6899
1477982636,104.09795,30.60789
1477984867,104.10386,30.71918
1477965327,104.02676,30.74506
1477974227,103.922997,30.79248
1477986590,104.11441,30.74612
1477988516,104.0432,30.68087
1477984612,104.08029,30.67802
1477985793,104.11482,30.7054
1477986590,104.11441,30.74612
1477974227,103.922997,30.79248
1477980808,104.14661,30.6163
1477967300,103.8374,30.69731
1477971494,104.04998,30.702412
1477984001,104.04704,30.69903
1477978364,103.92123,30.75738
1477982673,104.09264,30.67782
1477991198,104.05993,30.66129
1477988737,104.08308,30.754
1477954453,104.07748,30.60945
1477933242,104.00404,30.67146
1477934962,104.092607,30.679638
1477929863,104.09374,30.64256
1477931362,104.11381,30.67686
1477937291,104.10038,30.63829
1477939607,104.024704,30.647842
1477932124,104.034966,30.707758
1477933235,104.045202,30.701866
1478002285,104.10357,30.69921
1478003971,104.06861,30.72022
1477995526,104.059639,30.543209
1478005979,104.0759,30.68497
1477976908,104.12643,30.63614
1477978682,104.032089,30.623823
1477969723,104.112503,30.72156
1477970436,104.104256,30.699991
1477971658,104.09365,30.66067
1477990773,104.06978,30.694524
1477988686,103.985336,30.60335
1477990773,104.06978,30.694524
1477980436,104.077202,30.66473
1477965542,104.04698,30.68676
1477968293,103.995857,30.709299
1477959629,104.08108,30.609690000000004
1477961288,104.07512,30.66246
1477961288,104.07512,30.66246
1477962896,104.0522,30.66709
1477965542,104.04698,30.68676
1477984151,104.091438,30.641235
1477994927,104.048649,30.6827
1477995976,104.05462,30.69488
1477997420,104.059601,30.67522
1477987946,104.06639,30.70921
1477989533,104.06647,30.69528
1477989533,104.06647,30.69528
1477991747,104.082888,30.63665
1477980578,104.14771,30.62504
1478010743,104.05027,30.644599
1478012254,104.059279,30.678977000000003
1478012254,104.059279,30.678977000000003
1477963510,103.989519,30.567679
1477971500,104.14193,30.638790000000004
1477976901,104.041277,30.647379
1477979948,104.03877,30.71286
