[5],2020-01-08 13:04:46,1,2d_equal_grid,0.24627659999999985
[5],2020-01-08 13:07:11,1,2d_equal_grid,0.20176599999999212
[10],2020-01-08 13:10:55,1,2d_equal_grid,0.27765249999999986
[5],2020-01-08 13:11:54,1,2d_equal_grid,0.2435844999999972
[2],2020-01-08 13:12:00,1,2d_kdtree,0.19704979999998784
[3],2020-01-08 13:12:04,1,2d_kdtree,0.2168007000000074
[4],2020-01-08 13:12:07,1,2d_kdtree,0.2124465999999927
[5],2020-01-08 13:12:09,1,2d_kdtree,0.23199339999999324
"[3, 3]",2020-01-08 13:21:54,1,space_time,0.6180495000000006
"[2, 2]",2020-01-08 13:21:57,1,time_space,0.30500600000000055
[5],2020-01-08 13:21:59,1,3d_slice_merge,7.341125
[10],2020-01-08 13:22:38,1,3d_slice_merge,8.0816899
[2],2020-01-08 13:23:01,1,3d_equal_grid,0.25704140000000564
[4],2020-01-08 13:23:04,1,3d_equal_grid,0.6638045999999918
[2],2020-01-08 13:23:13,1,2d_kdtree,0.20378329999999778
[4],2020-01-08 13:23:21,1,3d_kdtree,0.4180622000000085
[5],2020-01-08 13:24:15,1,2d_equal_grid,0.20204200000000583
[10],2020-01-08 13:24:18,1,2d_equal_grid,0.3181258999999841
[5],2020-01-08 13:24:21,1,2d_equal_grid,0.2025393000000122
[5],2020-01-08 13:24:51,1,3d_slice_merge,7.114159999999998
[15],2020-01-08 13:25:06,1,3d_slice_merge,9.441083800000001
[2],2020-01-08 13:27:21,1,2d_kdtree,0.2038784000000078
[2],2020-01-08 13:27:33,1,2d_kdtree,0.1981261000000245
[2],2020-01-08 13:30:34,1,2d_kdtree,0.2194142999999258
[2],2020-01-08 15:54:34,1,2d_kdtree,0.22517169999991893
[5],2020-01-08 15:54:48,1,2d_equal_grid,0.19858650000060152
[10],2020-01-08 15:54:52,1,2d_equal_grid,0.2588525999999547
[5],2020-01-08 15:56:36,1,2d_equal_grid,0.24142609999999998
[10],2020-01-08 15:56:39,1,2d_equal_grid,0.2803515000000001
[15],2020-01-08 15:56:43,1,2d_equal_grid,0.38926690000000086
[10],2020-01-08 15:56:46,1,2d_equal_grid,0.26163129999999946
[5],2020-01-08 15:56:49,1,2d_equal_grid,0.22403740000000028
[10],2020-01-08 15:56:52,1,2d_equal_grid,0.25040649999999687
[5],2020-01-08 15:56:55,1,2d_equal_grid,0.19804960000000094
[2],2020-01-08 15:56:57,1,2d_kdtree,0.1954779000000002
[2],2020-01-08 15:57:00,1,3d_equal_grid,0.28429709999999986
[2],2020-01-08 15:57:02,1,3d_kdtree,0.2345448999999995
[5],2020-01-08 15:57:05,1,3d_slice_merge,7.036086499999996
[5],2020-01-08 15:57:15,1,2d_equal_grid,0.19446709999999712
[10],2020-01-08 15:57:19,1,2d_equal_grid,0.2531243000000032
[15],2020-01-08 15:57:22,1,2d_equal_grid,0.38319460000000305
[5],2020-01-08 15:57:25,1,2d_equal_grid,0.19017430000000246
[5],2020-01-08 16:55:27,1,2d_equal_grid,0.132222499999898
[10],2020-01-08 16:55:30,1,2d_equal_grid,0.17370469999991656
[15],2020-01-08 16:55:32,1,2d_equal_grid,0.2911807000000408
[5],2020-01-08 17:15:41,1,2d_equal_grid,0.14425849999997808
[10],2020-01-08 17:15:46,1,2d_equal_grid,0.174488200000269
[5],2020-01-08 18:40:37,1,2d_equal_grid,0.11802030000035302
[10],2020-01-08 18:40:40,1,2d_equal_grid,0.16950189999988652
[15],2020-01-08 18:40:43,1,2d_equal_grid,0.25411690000055387
[20],2020-01-08 18:40:45,1,2d_equal_grid,0.44056520000049204
[2],2020-01-08 18:40:48,1,2d_kdtree,0.13812330000018846
[3],2020-01-08 18:40:51,1,2d_kdtree,0.10062100000050123
[3],2020-01-08 18:40:55,1,3d_equal_grid,0.3009356000002299
[5],2020-01-08 22:26:30,1,2d_equal_grid,0.7847758999996586
